厳しい;厳[きび]しい
誇大;誇大[こだい]
誇張;誇張[こちょう]
誉;誉[ほまれ]
栄誉;栄誉[えいよ]
名誉;名誉[めいよ]
認める;認[みと]める
認識;認識[にんしき]
誓う;誓[ちか]う
誓約;誓約[せいやく]
誘う;誘[さそ]う
勧誘;勧誘[かんゆう]
誘拐;誘拐[ゆうかい]
語る;語[かた]る
物語;物語[ものがたり]
言語;言語[げんご]
語句;語句[ごく]
文句;文句[もんく]
語彙;語彙[ごい]
誠に;誠[まこと]に
誠実;誠実[せいじつ]
誤る;誤[あやま]る
誤魔化す;誤魔化[ごまか]す
錯誤;錯誤[さくご]
誤解;誤解[ごかい]
誤字;誤字[ごじ]
説く;説[と]く
説明;説明[せつめい]
読む;読[よ]む
読解;読解[どっかい]
誰;誰[だれ]
課;課[か]
課題;課題[かだい]
課目;課目[かもく]
課程;課程[かてい]
調べる;調[しら]べる
口調;口調[くちょう]
調子;調子[ちょうし]
請う;請[こ]う
請ける;請[う]ける
強請る;強請[ねだ]る
申請;申請[しんせい]
要請;要請[ようせい]
請求;請求[せいきゅう]
下請け;下請[したう]け
諦める;諦[あきら]める
諭す;諭[さと]す
教諭;教諭[きょうゆ]
諮る;諮[はか]る
諮問;諮問[しもん]
諸;諸[しょ]
諸君;諸君[しょくん]
諸国;諸国[しょこく]
諾否;諾否[だくひ]
許諾;許諾[きょだく]
受諾;受諾[じゅだく]
承諾;承諾[しょうだく]
謀る;謀[はか]る
無謀;無謀[むぼう]
陰謀;陰謀[いんぼう]
通謀;通謀[つうぼう]
謁する;謁[えっ]する
謄本;謄本[とうほん]
謎;謎[なぞ]
謙虚;謙虚[けんきょ]
謙遜;謙遜[けんそん]
謙遜;謙遜[けんそん]
講ずる;講[こう]ずる
講義;講義[こうぎ]
講師;講師[こうし]
休講;休講[きゅうこう]
謝る;謝[あやま]る
慰謝;慰謝[いしゃ]
感謝;感謝[かんしゃ]
謡;謡[うたい]
童謡;童謡[どうよう]
謡曲;謡曲[ようきょく]
謹慎;謹慎[きんしん]
謹賀新年;謹賀新年[きんがしんねん]
警察;警察[けいさつ]
警戒;警戒[けいかい]
譲る;譲[ゆず]る
譲渡;譲渡[じょうと]
移譲;移譲[いじょう]
谷;谷[たに]
渓谷;渓谷[けいこく]
豆;豆[まめ]
豆腐;豆腐[とうふ]
小豆;小豆[あずき]
大豆;大豆[だいず]
枝豆;枝豆[えだまめ]
納豆;納豆[なっとう]
豊か;豊[ゆた]か
豊富;豊富[ほうふ]
豊作;豊作[ほうさく]
豕;豕[い]
豚;豚[ぶた]
豚カツ;豚カツ[とんかつ]
象;象[ぞう]
象牙;象牙[ぞうげ]
現象;現象[げんしょう]
象徴;象徴[しょうちょう]
抽象;抽象[ちゅうしょう]
印象;印象[いんしょう]
対象;対象[たいしょう]
象牙;象牙[ぞうげ]
豪華;豪華[ごうか]
豪族;豪族[ごうぞく]
貝;貝[かい]
貞はる;貞[さだ]はる
不貞;不貞[ふてい]
貞節;貞節[ていせつ]
財務;財務[ざいむ]
貢献;貢献[こうけん]
貧しい;貧[まず]しい
貧乏;貧乏[びんぼう]
貨幣;貨幣[かへい]
紙幣;紙幣[しへい]
貨物;貨物[かもつ]
貨車;貨車[かしゃ]
外貨;外貨[がいか]
雑貨;雑貨[ざっか]
販売;販売[はんばい]
貪る;貪[むさぼ]る
貪欲;貪欲[どんよく]
貫く;貫[つらぬ]く
突貫;突貫[とっかん]
貫通;貫通[かんつう]
貫禄;貫禄[かんろく]
責める;責[せ]める
責任;責任[せきにん]
貯金;貯金[ちょきん]
貯蓄;貯蓄[ちょちく]
貴い;貴[とうと]い
貴ぶ;貴[とうと]ぶ
貴方;貴方[あなた]
貴重;貴重[きちょう]
貴族;貴族[きぞく]
兄貴;兄貴[あにき]
買う;買[か]う
購買;購買[こうばい]
貸す;貸[か]す
貸金;貸金[かしきん]
貸間;貸間[かしま]
貸与;貸与[たいよ]
賃貸;賃貸[ちんたい]
貸借;貸借[たいしゃく]
費;費[ひ]
費やす;費[つい]やす
食費;食費[しょくひ]
燃費;燃費[ねんぴ]
費用;費用[ひよう]
消費期限;消費期限[しょうひきげん]
貼る;貼[は]る
貿易;貿易[ぼうえき]
賄う;賄[まかな]う
賄賂;賄賂[わいろ]
賄賂;賄賂[わいろ]
資格;資格[しかく]
資源;資源[しげん]
資材;資材[しざい]
投資;投資[とうし]
賓客;賓客[ひんきゃく]
賛成;賛成[さんせい]
賠償;賠償[ばいしょう]
賢い;賢[かしこ]い
賢明;賢明[けんめい]
賢母;賢母[けんぼ]
肝腎;肝腎[かんじん]
賦課;賦課[ふか]
月賦;月賦[げっぷ]
質問;質問[しつもん]
人質;人質[ひとじち]
賭ける;賭[か]ける
購入;購入[こうにゅう]
購買;購買[こうばい]
購読;購読[こうどく]
贈る;贈[おく]る
贈り物;贈り物[おくりもの]
贈賄;贈賄[ぞうわい]
贈呈;贈呈[ぞうてい]
露呈;露呈[ろてい]
赤い;赤[あか]い
赤ちゃん;赤[あか]ちゃん
赤ん坊;赤ん坊[あかんぼう]
真っ赤;真っ赤[まっか]
赤面;赤面[せきめん]
赤外線;赤外線[せきがいせん]
走る;走[はし]る
逃走;逃走[とうそう]
起こる;起[お]こる
起こす;起[お]こす
起きる;起[お]きる
起訴;起訴[きそ]
超;超[ちょう]
越える;越[こ]える
越す;越[こ]す
越冬;越冬[えっとう]
趣;趣[おもむき]
趣旨;趣旨[しゅし]
足;足[あし]
足す;足[た]す
足る;足[た]る
足りる;足[た]りる
裸足;裸足[はだし]
不足;不足[ふそく]
一足;一足[いっそく]
一足;一足[ひとあし]
満足;満足[まんぞく]
発足;発足[ほっそく]
距離;距離[きょり]
跡;跡[あと]
奇跡;奇跡[きせき]
足跡;足跡[あしあと]
痕跡;痕跡[こんせき]
跳ぶ;跳[と]ぶ
跳ねる;跳[は]ねる
跳躍;跳躍[ちょうやく]
踊る;踊[おど]る
舞踊;舞踊[ぶよう]
踏む;踏[ふ]む
舞踏;舞踏[ぶとう]
未踏;未踏[みとう]
蹴る;蹴[け]る
躍り;躍[おど]り
飛躍;飛躍[ひやく]
活躍;活躍[かつやく]
跳躍;跳躍[ちょうやく]
身;身[み]
自身;自身[じしん]
身体;身体[しんたい]
身柄;身柄[みがら]
身近;身近[みぢか]
車;車[くるま]
電車;電車[でんしゃ]
軌道;軌道[きどう]
軌範;軌範[きはん]
常軌;常軌[じょうき]
軌跡;軌跡[きせき]
軍隊;軍隊[ぐんたい]
部隊;部隊[ぶたい]
兵隊;兵隊[へいたい]
軍隊;軍隊[ぐんたい]
十字軍騎士;十字軍騎士[じゅうじぐんきし]
軒;軒[のき]
一軒;一軒[いっけん]
軒並み;軒並[のきな]み
転ぶ;転[ころ]ぶ
転回;転回[てんかい]
運転;運転[うんてん]
転校;転校[てんこう]
転勤;転勤[てんきん]
軸;軸[じく]
軽い;軽[かる]い
気軽;気軽[きがる]
軽快;軽快[けいかい]
軽率;軽率[けいそつ]
軽蔑;軽蔑[けいべつ]
載る;載[の]る
載せる;載[の]せる
連載;連載[れんさい]
輝く;輝[かがや]く
光輝;光輝[こうき]
輪;輪[わ]
内輪;内輪[うちわ]
浮き輪[わ];浮[う]き輪[わ]
指輪;指輪[ゆびわ]
五輪;五輪[ごりん]
輪郭;輪郭[りんかく]
輪郭;輪郭[りんかく]
外郭;外郭[がいかく]
遊郭;遊郭[ゆうかく]
辛い;辛[から]い
辛子;辛子[からし]
辛い;辛[つら]い
辛抱;辛抱[しんぼう]
辞す;辞[じ]す
辞書;辞書[じしょ]
辞意;辞意[じい]
辞典;辞典[じてん]
辞任;辞任[じにん]
お辞儀;お辞儀[じぎ]
辞める;辞[や]める
辞典;辞典[じてん]
典型的;典型的[てんけいてき]
古典;古典[こてん]
辰;辰[たつ]
農;農[のう]
農家;農家[のうか]
農耕;農耕[のうこう]
営農;営農[えいのう]
酪農;酪農[らくのう]
辺り;辺[あた]り
辺;辺[ヘン]
海辺;海辺[うみべ]
辻;辻[つじ]
込む;込[こ]む
込める;込[こ]める
迅速;迅速[じんそく]
迎え;迎[むか]え
迎える;迎[むか]える
歓迎;歓迎[かんげい]
送迎;送迎[そうげい]
近い;近[ちか]い
近所;近所[きんじょ]
近畿;近畿[きんき]
近郊;近郊[きんこう]
郊外;郊外[こうがい]
返る;返[かえ]る
返す;返[かえ]す
返事;返事[へんじ]
迫る;迫[せま]る
圧迫;圧迫[あっぱく]
迫力;迫力[はくりょく]
述べる;述[の]べる
記述;記述[きじゅつ]
叙述;叙述[じょじゅつ]
迷う;迷[まよ]う
迷子;迷子[まいご]
迷路;迷路[めいろ]
追う;追[お]う
追求;追求[ついきゅう]
追撃;追撃[ついげき]
追慕;追慕[ついぼ]
退ける;退[しりぞ]ける
辞退;辞退[じたい]
退屈;退屈[たいくつ]
引退;引退[いんたい]
後退;後退[こうたい]
退屈;退屈[たいくつ]
卑屈;卑屈[ひくつ]
理屈;理屈[りくつ]
屈辱;屈辱[くつじょく]
送る;送[おく]る
送付;送付[そうふ]
運送;運送[うんそう]
回送;回送[かいそう]
送信;送信[そうしん]
逃げる;逃[に]げる
逃す;逃[のが]す
逃避;逃避[とうひ]
逃亡;逃亡[とうぼう]
逆;逆[ぎゃく]
逆様;逆様[さかさま]
逆立ち;逆立[さかだ]ち
逆説;逆説[ぎゃくせつ]
逆転;逆転[ぎゃくてん]
透き通る;透き通[すきとお]る
透明;透明[とうめい]
逓信;逓信[ていしん]
途切れる;途切[とぎ]れる
途絶える;途絶[とだ]える
途中;途中[とちゅう]
一途;一途[いっと]
前途;前途[ぜんと]
途端;途端[とたん]
途方;途方[とほう]
中途半端;中途半端[ちゅうとはんぱ]
通す;通[とお]す
通る;通[とお]る
通う;通[かよ]う
通じる;通[つう]じる
通学;通学[つうがく]
通勤;通勤[つうきん]
通路;通路[つうろ]
通話;通話[つうわ]
一通;一通[いっつう]
通謀;通謀[つうぼう]
逝去;逝去[せいきょ]
急逝;急逝[きゅうせい]
速い;速[はや]い
速やか;速[すみ]やか
速度;速度[そくど]
快速;快速[かいそく]
高速;高速[こうそく]
迅速;迅速[じんそく]
速達;速達[そくたつ]
拙速;拙速[せっそく]
秒速;秒速[びょうそく]
造る;造[つく]る
造作;造作[ぞうさく]
連れる;連[つ]れる
一連;一連[いちれん]
関連;関連[かんれん]
連邦;連邦[れんぽう]
逮捕;逮捕[たいほ]
週間;週間[しゅうかん]
隔週;隔週[かくしゅう]
進む;進[すす]む
進化;進化[しんか]
逸らす;逸[そ]らす
逸れる;逸[そ]れる
逸話;逸話[いつわ]
独逸;独逸[どいつ]
遂に;遂[つい]に
遂げる;遂[と]げる
遂行;遂行[すいこう]
遅い;遅[おそ]い
遅れる;遅[おく]れる
遅刻;遅刻[ちこく]
遊ぶ;遊[あそ]ぶ
遊園地;遊園地[ゆうえんち]
遊郭;遊郭[ゆうかく]
運ぶ;運[はこ]ぶ
運動;運動[うんどう]
運命;運命[うんめい]
命令;命令[めいれい]
命;命[いのち]
革命;革命[かくめい]
命じる;命[めい]じる
運搬;運搬[うんぱん]
搬送;搬送[はんそう]
搬出;搬出[はんしゅつ]
搬入;搬入[はんにゅう]
運航;運航[うんこう]
航空;航空[こうくう]
航行;航行[こうこう]
運輸;運輸[うんゆ]
輸入;輸入[ゆにゅう]
輸出;輸出[ゆしゅつ]
過ぎる;過[す]ぎる
過ごす;過[す]ごす
過去;過去[かこ]
過言;過言[かごん]
過程;過程[かてい]
過渡;過渡[かと]
過剰;過剰[かじょう]
余剰;余剰[よじょう]
剰余金;剰余金[じょうよきん]
道;道[みち]
柔道;柔道[じゅうどう]
道徳;道徳[どうとく]
淑徳;淑徳[しゅくとく]
不徳;不徳[ふとく]
道路;道路[どうろ]
経路;経路[けいろ]
岐路;岐路[きろ]
路地;路地[ろじ]
達;達[たち]
送達;送達[そうたつ]
達磨;達磨[だるま]
違う;違[ちが]う
間違い;間違[まちが]い
違反;違反[いはん]
違法;違法[いほう]
違憲;違憲[いけん]
相違;相違[そうい]
違和感;違和感[いわかん]
遠い;遠[とお]い
永遠;永遠[えいえん]
遠征;遠征[えんせい]
征服;征服[せいふく]
遠慮;遠慮[えんりょ]
遡る;遡[さかのぼ]る
適切;適切[てきせつ]
適当;適当[てきとう]
遭う;遭[あ]う
遭遇;遭遇[そうぐう]
遭難;遭難[そうなん]
遮る;遮[さえぎ]る
遮断;遮断[しゃだん]
遵法;遵法[じゅんぽう]
遵法者;遵法者[じゅんぽうしゃ]
選ぶ;選[えら]ぶ
選る;選[よ]る
選択;選択[せんたく]
選挙;選挙[せんきょ]
選手;選手[せんしゅ]
選抜;選抜[せんばつ]
選択肢;選択肢[せんたくし]
選奨;選奨[せんしょう]
抽選;抽選[ちゅうせん]
選択;選択[せんたく]
採択;採択[さいたく]
択一;択一[たくいつ]
遺体;遺体[いたい]
遺族;遺族[いぞく]
遺跡;遺跡[いせき]
遺書;遺書[いしょ]
遺児;遺児[いじ]
遺志;遺志[いし]
遺伝子;遺伝子[いでんし]
伴性遺伝;伴性遺伝[はんせいいいでん]
遺憾;遺憾[いかん]
避ける;避[さ]ける
回避;回避[かいひ]
逃避;逃避[とうひ]
避難;避難[ひなん]
避妊;避妊[ひにん]
還暦;還暦[かんれき]
返還;返還[へんかん]
還付;還付[かんぷ]
邦人;邦人[ほうじん]
東邦;東邦[とうほう]
邦楽;邦楽[ほうがく]
邦画;邦画[ほうが]
連邦;連邦[れんぽう]
邪魔;邪魔[じゃま]
風邪;風邪[かぜ]
邪道;邪道[じゃどう]
無邪気;無邪気[むじゃき]
邸;邸[やしき]
私邸;私邸[してい]
官邸;官邸[かんてい]
郡;郡[ぐん]
郡部;郡部[ぐんぶ]
部;部[ぶ]
全部;全部[ぜんぶ]
部屋;部屋[へや]
部署;部署[ぶしょ]
部隊;部隊[ぶたい]
陰部;陰部[いんぶ]
西部;西部[せいぶ]
腰部;腰部[ようぶ]
幹部;幹部[かんぶ]
郡部;郡部[ぐんぶ]
郵便;郵便[ゆうびん]
都市;都市[とし]
京都;京都[きょうと]
首都;首都[しゅと]
都合;都合[つごう]
都会;都会[とかい]
都道府県;都道府県[とどうふけん]
都市;都市[とし]
市場;市場[いちば]
酉;酉[とり]
配る;配[くば]る
気配;気配[けはい]
支配;支配[しはい]
配達;配達[はいたつ]
心配;心配[しんぱい]
宅配;宅配[たくはい]
酒;酒[さけ]
酒所;酒所[さかば]
居酒屋;居酒屋[いざかや]
梅酒;梅酒[うめしゅ]
禁酒;禁酒[きんしゅ]
酔う;酔[よ]う
酔っ払う;酔っ払[よっぱら]う
麻酔;麻酔[ますい]
酢;酢[す]
酪農;酪農[らくのう]
酸;酸[さん]
酸素;酸素[さんそ]
酸性;酸性[さんせい]
酸っぱい;酸[す]っぱい
硝酸;硝酸[しょうさん]
硫酸;硫酸[りゅうさん]
醒める;醒[さ]める
覚醒剤;覚醒剤[かくせいざい]
醜い;醜[みにく]い
醜聞;醜聞[しゅうぶん]
醜態;醜態[しゅうたい]
醸成;醸成[じょうせい]
醸造;醸造[じょうぞう]
采配;采配[さいはい]
風采;風采[ふうさい]
釈明;釈明[しゃくめい]
注釈;注釈[ちゅうしゃく]
解釈;解釈[かいしゃく]
里;里[り]
重い;重[おも]い
重なる;重[かさ]なる
重要;重要[じゅうよう]
慎重;慎重[しんちょう]
尊重;尊重[そんちょう]
野;野[の]
野犬;野犬[やけん]
野暮;野暮[やぼ]
野菜;野菜[やさい]
野球;野球[やきゅう]
上野;上野[うえの]
野原;野原[のはら]
野鶏;野鶏[やけい]
野菜;野菜[やさい]
水菜;水菜[みずな]
野蛮人;野蛮人[やばんじん]
南蛮;南蛮[なんばん]
蛮行;蛮行[ばんこう]
蛮勇;蛮勇[ばんゆう]
野郎;野郎[やろう]
太郎;太郎[たろう]
新郎;新郎[しんろう]
量;量[りょう]
量る;量[はか]る
多量;多量[たりょう]
金;金[かね]
金色;金色[きんいろ]
釜;釜[かま]
針;針[はり]
方針;方針[ほうしん]
羅針盤;羅針盤[らしんばん]
釣る;釣[つ]る
鈍い;鈍[にぶ]い
鈍い;鈍[のろ]い
鈍る;鈍[にぶ]る
鈍感;鈍感[どんかん]
鈍間;鈍間[のろま]
鈴;鈴[すず]
鉄;鉄[てつ]
鉄橋;鉄橋[てっきょう]
地下鉄;地下鉄[ちかてつ]
鍛鉄;鍛鉄[たんてつ]
鋳鉄;鋳鉄[ちゅうてつ]
鉛;鉛[なまり]
亜鉛;亜鉛[あえん]
鉛筆;鉛筆[えんぴつ]
鉢;鉢[はち]
鉢巻;鉢巻[はちまき]
鉢植え;鉢植[はちう]え
植木鉢;植木鉢[うえきばち]
鉱山;鉱山[こうざん]
炭鉱;炭鉱[たんこう]
銀;銀[ぎん]
銀座;銀座[ぎんざ]
銀河;銀河[ぎんが]
銀行;銀行[ぎんこう]
銃;銃[じゅう]
銅;銅[どう]
銅像;銅像[どうぞう]
銑鉄;銑鉄[せんてつ]
銘記;銘記[めいき]
感銘;感銘[かんめい]
銘柄;銘柄[めいがら]
鋭い;鋭[するど]い
鋭利;鋭利[えいり]
鋳る;鋳[い]る
鋳物;鋳物[いもの]
鋳型;鋳型[いがた]
鋳造;鋳造[ちゅうぞう]
鋳鉄;鋳鉄[ちゅうてつ]
鋼;鋼[はがね]
鋼鉄;鋼鉄[こうてつ]
錘;錘[つむ]
紡錘;紡錘[ぼうすい]
錠;錠[じょう]
錠剤;錠剤[じょうざい]
錦;錦[にしき]
錯誤;錯誤[さくご]
錯乱;錯乱[さくらん]
鍋;鍋[なべ]
鍋奉行;鍋奉行[なべぶぎょう]
鍛える;鍛[きた]える
鍛錬;鍛錬[たんれん]
鍛鉄;鍛鉄[たんてつ]
鍛錬;鍛錬[たんれん]
錬金術;錬金術[れんきんじゅつ]
鍵;鍵[かぎ]
鎌;鎌[かま]
鎖;鎖[くさり]
鎖国;鎖国[さこく]
閉鎖;閉鎖[へいさ]
鎮める;鎮[しず]める
鎮圧;鎮圧[ちんあつ]
鎮痛剤;鎮痛剤[ちんつうざい]
鏡;鏡[かがみ]
眼鏡;眼鏡[めがね]
顕微鏡;顕微鏡[けんびきょう]
万華鏡;万華鏡[まんげきょう]
鐘;鐘[かね]
警鐘;警鐘[けいしょう]
長;長[ちょう]
長い;長[なが]い
副社長;副社長[ふくしゃちょう]
村長;村長[そんちょう]
延長;延長[えんちょう]
長径;長径[ちょうけい]
悠長;悠長[ゆうちょう]
班長;班長[はんちょう]
署長;署長[しょちょう]
係長;係長[かかりちょう]
長寿;長寿[ちょうじゅ]
長閑;長閑[のどか]
長編;長編[ちょうへん]
長男・;長男[ちょうなん]・
次男・;次男[じなん]・
三男;三男[さんなん]
長径;長径[ちょうけい]
半径;半径[はんけい]
長閑;長閑[のどか]
閑静;閑静[かんせい]
門;門[もん]
校門;校門[こうもん]
専門;専門[せんもん]
閉める;閉[し]める
閉ざす;閉[と]ざす
閉じる;閉[と]じる
閉鎖;閉鎖[へいさ]
開閉;開閉[かいへい]
閉店;閉店[へいてん]
開く;開[あ]く
開く;開[ひら]く
開ける;開[あ]ける
開始;開始[かいし]
開発;開発[かいはつ]
開催;開催[かいさい]
開拓;開拓[かいたく]
開放;開放[かいほう]
開墾;開墾[かいこん]
開拓;開拓[かいたく]
間;間[ま]
手間;手間[てま]
合間;合間[あいま]
期間;期間[きかん]
週間;週間[しゅうかん]
瞬間;瞬間[しゅんかん]
仲間;仲間[なかま]
間伐;間伐[かんばつ]
間際;間際[まぎわ]
間柄;間柄[あいだがら]
隙間;隙間[すきま]
貸間;貸間[かしま]
間隔;間隔[かんかく]
関;関[せき]
関わる;関[かか]わる
関係;関係[かんけい]
関西;関西[かんさい]
関連;関連[かんれん]
関心;関心[かんしん]
玄関;玄関[げんかん]
閣議;閣議[かくぎ]
閣下;閣下[かっか]
閣内;閣内[かくない]
内閣;内閣[ないかく]
閥;閥[ばつ]
派閥;派閥[はばつ]
財閥;財閥[ざいばつ]
闇;闇[やみ]
暗闇;暗闇[くらやみ]
無闇に;無闇[むやみ]に
闘う;闘[たたか]う
闘争;闘争[とうそう]
格闘;格闘[かくとう]
闘志;闘志[とうし]
戦闘;戦闘[せんとう]
防ぐ;防[ふせ]ぐ
防火;防火[ぼうか]
防止;防止[ぼうし]
堤防;堤防[ていぼう]
阻む;阻[はば]む
阻止;阻止[そし]
阻害;阻害[そがい]
阿呆;阿呆[あほ]
阿弗利加;阿弗利加[[あふりか]
降る;降[ふ]る
降りる;降[お]りる
降ろす;降[お]ろす
以降;以降[いこう]
下降;下降[かこう]
降伏;降伏[こうふく]
限る;限[かぎ]る
期限;期限[きげん]
限界;限界[げんかい]
限定;限定[げんてい]
最大限;最大限[さいだいげん]
最低限;最低限[さいていげん]
制限;制限[せいげん]
陛下;陛下[へいか]
陣地;陣地[じんち]
陣営;陣営[じんえい]
初陣;初陣[ういじん]
退陣;退陣[たいじん]
除く;除[のぞ]く
掃除;掃除[そうじ]
削除;削除[さくじょ]
排除;排除[はいじょ]
控除;控除[こうじょ]
陥る;陥[おちい]る
陥落;陥落[かんらく]
欠陥;欠陥[けっかん]
陪審;陪審[ばいしん]
陰;陰[かげ]
陰気;陰気[いんき]
陰性;陰性[いんせい]
陰陽;陰陽[いんよう]
陰部;陰部[いんぶ]
陳腐;陳腐[ちんぷ]
陳謝;陳謝[ちんしゃ]
陳列;陳列[ちんれつ]
陵;陵[りょう]
丘陵;丘陵[きゅうりょう]
陶器;陶器[とうき]
陶芸;陶芸[とうげい]
陶酔;陶酔[とうすい]
鬱陶しい;鬱陶[うっとう]しい
険しい;険[けわ]しい
危険;危険[きけん]
保険;保険[ほけん]
冒険;冒険[ぼうけん]
陽;陽[ひ]
陽気;陽気[ようき]
太陽;太陽[たいよう]
陰陽;陰陽[いんよう]
陽性;陽性[ようせい]
陽光;陽光[ようこう]
隅;隅[すみ]
隆盛;隆盛[りゅうせい]
隆起;隆起[りゅうき]
興隆;興隆[こうりゅう]
隆昌;隆昌[りゅうしょう]
階;階[かい]
階段;階段[かいだん]
階層;階層[かいそう]
階級;階級[かいきゅう]
随分;随分[ずいぶん]
随一;随一[ずいいち]
随筆;随筆[ずいひつ]
追随;追随[ついずい]
隔てる;隔[へだ]てる
隔たる;隔[へだ]たる
遠隔;遠隔[えんかく]
間隔;間隔[かんかく]
隔週;隔週[かくしゅう]
隙間;隙間[すきま]
際;際[さい]
手際;手際[てぎわ]
間際;間際[まぎわ]
国際;国際[こくさい]
実際;実際[じっさい]
障る;障[さわ]る
気障;気障[きざ]
故障;故障[こしょう]
保障;保障[ほしょう]
障害;障害[しょうがい]
隠す;隠[かく]す
隠れる;隠[かく]れる
隠居;隠居[いんきょ]
隠匿;隠匿[いんとく]
匿名;匿名[とくめい]
匿名性;匿名性[とくめいせい]
隠喩;隠喩[いんゆ]
比喩;比喩[ひゆ]
隣;隣[となり]
隣人;隣人[りんじん]
近隣;近隣[きんりん]
隣家;隣家[りんか]
雄;雄[おす]
雌雄;雌雄[しゆう]
集める;集[あつ]める
集る;集[たか]る
集う;集[つど]う
募集;募集[ぼしゅう]
雇う;雇[やと]う
雇主;雇主[やといぬし]
雇用;雇用[こよう]
解雇;解雇[かいこ]
雇用創出;雇用創出[こようそうしゅつ]
雌;雌[めす]
雌雄;雌雄[しゆう]
雌花;雌花[めばな]
雑誌;雑誌[ざっし]
雑誌;雑誌[ざっし]
複雑;複雑[ふくざつ]
離す;離[はな]す
離れる;離[はな]れる
距離;距離[きょり]
離婚;離婚[りこん]
難い;難[かた]い
難しい;難[むずか]しい
難易;難易[なんい]
無難;無難[ぶなん]
困難;困難[こんなん]
雨;雨[あめ]
雨具;雨具[あまぐ]
雨季;雨季[うき]
梅雨;梅雨[つゆ]
雪;雪[ゆき]
新雪;新雪[しんせつ]
雪崩;雪崩[なだれ]
雰囲気;雰囲気[ふんいき]
雲;雲[くも]
暗雲;暗雲[あんうん]
零;零[れい]
零す;零[こぼ]す
零れる;零[こぼ]れる
雷;雷[かみなり]
雷雨;雷雨[らいう]
雷鳴;雷鳴[らいめい]
落雷;落雷[らくらい]
地雷;地雷[じらい]
電気;電気[でんき]
需要;需要[じゅよう]
必需;必需[ひつじゅ]
需給;需給[じゅきゅう]
震える;震[ふる]える
地震;地震[じしん]
震災;震災[しんさい]
霊;霊[れい]
幽霊;幽霊[ゆうれい]
亡霊;亡霊[ぼうれい]
慰霊祭;慰霊祭[いれいさい]
霊魂;霊魂[れいこん]
霜;霜[しも]
霧;霧[きり]
濃霧;濃霧[のうむ]
霧雨;霧雨[きりさめ]
露;露[つゆ]
吐露;吐露[とろ]
暴露;暴露[ばくろ]
披露;披露[ひろう]
露骨;露骨[ろこつ]
露呈;露呈[ろてい]
青い;青[あお]い
青年;青年[せいねん]
青春;青春[せいしゅん]
静か;静[しず]か
静まる;静[しず]まる
静止;静止[せいし]
冷静;冷静[れいせい]
静寂;静寂[せいじゃく]
非;非[ひ]
是非;是非[ぜひ]
非難;非難[ひなん]
非常口;非常口[ひじょうぐち]
非常識;非常識[ひじょうしき]
面;面[めん]
面;面[おもて]
面;面[つら]
仮面;仮面[かめん]
画面;画面[がめん]
面白い;面白[おもしろ]い
裏面;裏面[りめん]
面接;面接[めんせつ]
側面;側面[そくめん]
面倒;面倒[めんどう]
壁面;壁面[へきめん]
面影;面影[おもかげ]
顔面;顔面[がんめん]
渋面;渋面[じゅうめん]
赤面;赤面[せきめん]
革;革[かわ]
皮革;皮革[ひかく]
革新;革新[かくしん]
変革;変革[へんかく]
改革;改革[かいかく]
靴;靴[くつ]
韓国;韓国[かんこく]
日韓;日韓[にちかん]
音;音[おと]
音楽;音楽[おんがく]
音色;音色[ねいろ]
韻;韻[いん]
響く;響[ひび]く
影響;影響[えいきょう]
頁;頁[ぺーじ]
頂く;頂[いただ]く
有頂天;有頂天[うちょうてん]
頂戴;頂戴[ちょうだい]
頃;頃[ころ]
順番;順番[じゅんばん]
手順;手順[てじゅん]
預かる;預[あず]かる
預金;預金[よきん]
預貯金;預貯金[よちょきん]
頒布;頒布[はんぷ]
頬;頬[ほお]
頬っぺた;頬[ほお]っぺた
頭;頭[あたま]
頭痛;頭痛[ずつう]
冒頭;冒頭[ぼうとう]
咽頭;咽頭[いんとう]
頻りに;頻[しき]りに
頻度;頻度[ひんど]
頼む;頼[たの]む
頼る;頼[たよ]る
信頼;信頼[しんらい]
額;額[がく]
額;額[ひたい]
顎;顎[あご]
顔;顔[かお]
笑顔;笑顔[えがお]
顔面;顔面[がんめん]
顕彰;顕彰[けんしょう]
顕微鏡;顕微鏡[けんびきょう]
顕著;顕著[けんちょ]
類;類[るい]
種類;種類[しゅるい]
顧みる;顧[かえり]みる
回顧;回顧[かいこ]
顧客;顧客[こきゃく]
顧問団;顧問団[こもんだん]
風;風[かぜ]
風邪;風邪[かぜ]
風呂;風呂[ふろ]
和風;和風[わふう]
風呂;風呂[ふろ]
伊呂波;伊呂波[いろは]
飛ぶ;飛[と]ぶ
飛躍;飛躍[ひやく]
飛行機;飛行機[ひこうき]
食べる;食[た]べる
食う;食[く]う
食事;食事[しょくじ]
食堂;食堂[しょくどう]
殿堂;殿堂[でんどう]
食糧;食糧[しょくりょう]
兵糧;兵糧[ひょうろう]
飢える;飢[う]える
飢餓;飢餓[きが]
飢死に;飢死[うえじ]に
飢餓;飢餓[きが]
餓死;餓死[がし]
飯;飯[めし]
ご飯;ご飯[はん]
飲む;飲[の]む
飲酒;飲酒[いんしゅ]
飲食;飲食[いんしょく]
飼う;飼[か]う
飼育;飼育[しいく]
飽きる;飽[あ]きる
飽食;飽食[ほうしょく]
飽和;飽和[ほうわ]
飾る;飾[かざ]る
服飾;服飾[ふくしょく]
餅;餅[もち]
煎餅;煎餅[せんべい]
